,bin_time,force,displacement,d3_time,eps_element_81,eps_element_67,eps_element_47,eps_element_53,eps_element_45,eps_element_61,triaxiality_81,triaxiality_67,triaxiality_47,triaxiality_53,triaxiality_45,triaxiality_61
0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1,1.292446596230557,2218.76189288408,2.5848931924611137e-05,11.766476438810084,0.03300293071100743,0.0037143026108021776,0.04950502992801775,0.02083815913585022,0.0005847051895553316,0.0,,-0.06763113221735527,,0.11374167808737715,-0.3419318007009057,-0.09456880020451588
2,2.548389811985347,2653.185678656091,5.096779623970695e-05,21.719155702647516,0.03300293071100743,0.005142115873135374,0.049505029928017766,0.04191842583785896,0.0017140728099487312,0.0,,0.03650509229318508,,,-0.5462452339429187,-0.08732691708939658
3,3.8043330277401375,2889.393805790395,7.608666055480275e-05,31.671834966484948,0.03300293071100743,0.005142115873135374,0.049505029928017766,0.04191842583785896,0.0017140728099487312,0.0,,-0.23263899298920698,,,-0.6082513383569976,-0.0718218945450637
4,5.794868880507624,3341.9619628871455,0.00011589737761015249,41.62451423032238,0.03300293071100743,0.005142115873135374,0.04950502992801778,0.04191842583785896,0.0017140728099487312,0.0,,-0.1492172020580146,,,-0.6730431304837657,-0.06451585488139641
5,7.785404733275111,3315.1520024817883,0.0001557080946655022,51.577193494159815,0.03300293071100743,0.0068358039661124605,0.04950502992801779,0.04191842583785896,0.0021263600028353525,0.0,,0.2679144867645212,,,-0.34513644812746896,-0.06179997304554624
6,9.775940586042598,3388.6925537036104,0.00019551881172085196,61.529872757997246,0.03300293071100743,0.0068358039661124605,0.04950502992801776,0.04191842583785896,0.0021263600028353525,0.0,,0.0741311267289285,,,-0.275065213895604,-0.056838349231253735
7,11.766476438810084,3466.3767349771106,0.0002353295287762017,71.82051790833417,0.03300293071100743,0.02230720171851787,0.04950502992801775,0.04191842583785896,0.030759358723712136,0.0,,0.8340335553819259,,,-0.31425465219858983,-0.07041395137165837
8,13.75701229157757,3448.329584204844,0.0002751402458315514,81.28487807553708,0.03300293071100743,0.02230720171851787,0.04950502992801775,0.04191842583785896,0.06832319546015775,0.0,,,,,-0.4859902981553917,-0.06701135989531463
9,15.747548144345057,3298.5289178120374,0.00031495096288690117,93.90402496514096,0.033002930711007426,0.022307201718517872,0.0,0.041918425837858965,0.11753423269055846,0.0,,,,,-0.6182251545302937,-0.03550364628625223
10,17.738083997112543,2886.128840500769,0.0003547616799422509,100.0,0.03300293071100743,0.022307201718517872,0.0,0.04191842583785896,0.11753423269055846,0.0,,,,,-0.7972034696370681,0.007528518846047057
11,19.72861984988003,2596.113882799421,0.00039457239699760064,,,,,,,,,,,,,
12,21.719155702647516,2517.510823933341,0.00043438311405295034,,,,,,,,,,,,,
13,23.709691555415002,2484.685638139664,0.00047419383110830005,,,,,,,,,,,,,
14,25.70022740818249,2465.66799223729,0.0005140045481636499,,,,,,,,,,,,,
15,27.690763260949975,2411.2303640089067,0.0005538152652189995,,,,,,,,,,,,,
16,29.68129911371746,2378.7299904198294,0.0005936259822743493,,,,,,,,,,,,,
17,31.671834966484948,2348.7353247957567,0.000633436699329699,,,,,,,,,,,,,
18,33.66237081925244,2296.4377017643,0.0006732474163850487,,,,,,,,,,,,,
19,35.652906672019924,2294.604858770916,0.0007130581334403985,,,,,,,,,,,,,
20,37.64344252478741,2286.479401708574,0.0007528688504957482,,,,,,,,,,,,,
21,39.6339783775549,2286.088910273823,0.0007926795675510979,,,,,,,,,,,,,
22,41.62451423032238,2263.80189220356,0.0008324902846064478,,,,,,,,,,,,,
23,43.61505008308987,2811.0005181621264,0.0008723010016617973,,,,,,,,,,,,,
24,45.605585935857356,2405.374609184398,0.0009121117187171472,,,,,,,,,,,,,
25,47.59612178862484,2194.890705243717,0.0009519224357724968,,,,,,,,,,,,,
26,49.58665764139233,2072.340713190472,0.0009917331528278466,,,,,,,,,,,,,
27,51.577193494159815,2047.5624943061553,0.0010315438698831963,,,,,,,,,,,,,
28,53.5677293469273,1947.6313041816475,0.0010713545869385462,,,,,,,,,,,,,
29,55.55826519969479,1887.9687934850058,0.0011111653039938957,,,,,,,,,,,,,
30,57.548801052462274,1943.4789138273657,0.0011509760210492454,,,,,,,,,,,,,
31,59.53933690522976,1992.5582889462814,0.0011907867381045951,,,,,,,,,,,,,
32,61.529872757997246,2101.98441608667,0.001230597455159945,,,,,,,,,,,,,
33,63.52040861076473,2077.9072239393317,0.0012704081722152948,,,,,,,,,,,,,
34,65.51094446353223,2836.3069005522216,0.0013102188892706447,,,,,,,,,,,,,
35,68.6657311859332,3806.028549034752,0.001373314623718664,,,,,,,,,,,,,
36,71.82051790833417,4028.3848300716013,0.0014364103581666833,,,,,,,,,,,,,
37,74.97530463073514,3572.0654112842735,0.0014995060926147029,,,,,,,,,,,,,
38,78.13009135313611,2760.6326345503403,0.0015626018270627222,,,,,,,,,,,,,
39,81.28487807553708,3071.0935012869154,0.0016256975615107417,,,,,,,,,,,,,
40,84.43966479793805,3908.9116323666167,0.001688793295958761,,,,,,,,,,,,,
41,87.59445152033902,2964.030691941869,0.0017518890304067806,,,,,,,,,,,,,
42,90.74923824273999,1822.4732198670913,0.0018149847648548,,,,,,,,,,,,,
43,93.90402496514096,1668.2316476867552,0.0018780804993028194,,,,,,,,,,,,,
44,97.05881168754193,343.8147298191056,0.0019411762337508387,,,,,,,,,,,,,
45,100.0,-145.0039183232699,0.002,,,,,,,,,,,,,
