,bin_time,force,displacement,d3_time,eps_element_261,eps_element_262,eps_element_266,eps_element_267,eps_element_278,eps_element_283,eps_element_293,triaxiality_261,triaxiality_262,triaxiality_266,triaxiality_267,triaxiality_278,triaxiality_283,triaxiality_293
0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-inf,,,,-inf,-inf
1,7.815156797518943,5066.892405033421,3.907578398759472e-05,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20228551601050698,-0.17532973839984198,-0.14836407778191885,-0.15497483007120788,-0.18110969644017447,-0.1548795582985072,-0.21440426346665298
2,9.909535681964513,4903.524707167409,5.24555597437646e-05,6.462232981152784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20142344983265867,-0.17439822826877432,-0.14666570068052912,-0.1530375505217796,-0.18040704109212766,-0.15347030092418965,-0.2113887173622369
3,11.597012169626373,4669.291257758479,,7.815156797518943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20042879080526277,-0.17265554390482835,-0.14233488290549004,-0.1486050125372867,-0.18331420231322604,-0.14901878488779327,-0.20287156818684507
